id,name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class
77964,dan 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77984,dura 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
77993,defcoza 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78009,deflozox 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78010,dr mpred 8mg tablet,Rednisol 8 Tablet,Prelid 8mg Tablet,Predace 8mg Tablet,Sterio 8 Tablet,MP 8mg Tablet,Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
78016,dezlac 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78029,decasoz 50mg injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78033,defalone 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78049,drona 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78050,decni 50 injection,Nanac 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Nancy 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78051,deepod 50mg dry syrup,Cepotech Dry Syrup,Cfodox 50mg/5ml Dry Syrup,Mepodox 50mg/5ml Dry Syrup,Arodox 50mg Dry Syrup,Brotacef Dry Syrup,Abdominal pain,Rash,Nausea,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Bacterial infections,,,,,Broad Spectrum (Third & fourth generation cephalosporins),No,ANTI INFECTIVES,Cephalosporins: 3 generation
78052,decolon 50mg injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78057,deflazacorn 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78071,dfsis 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78073,defalcort tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78076,deficort 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78079,deftrue 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78085,dd co 50mg injection,Nanac 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Nancy 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78091,desone 250mg injection,Lepred 250mg Injection,Solu-Medrol 250mg Injection,Lepred 250mg Injection,Solu Medrol 250mg Injection,,Nausea,Sweating,Edema (swelling),Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
78093,d infla 6 tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78117,decalone 25mg injection,Bolister D 25mg Injection,Andiflex 25mg Injection,Decanec 25mg Injection,Nandorex 25mg Injection,,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78119,deca durapam 50mg injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78127,defryl 30mg tablet,Zefcort 30mg Tablet,Defdil 30mg Tablet,Zomcort 30mg Tablet,Defta 30mg Tablet,Cortosept 30mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78129,decabid 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78135,decalone 25mg injection,Bolister D 25mg Injection,Andiflex 25mg Injection,Decanec 25mg Injection,Nandorex 25mg Injection,,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78145,definal 6mg suspension,Dezocort 6mg Suspension,Defnalone 6mg Suspension,Defjoy Suspension,Coricort Suspension,Defzo Suspension,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78150,decasure 50mg injection,Nanac 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Nancy 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78152,d cort 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78160,deflader 6mg oral suspension,Ritecort Oral Suspension,Zeed 6mg Oral Suspension,Didcort 6mg Oral Suspension,Defket Oral Suspension,Dazone 6mg Oral Suspension,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78161,dorcort 12 tablet,Defcicot 12 Tablet,Samliza 12 Tablet,Diascort 12mg Tablet,Welcoat 12mg Tablet,Stencort 12 Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78171,deconawel 50mg injection,Decstan 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Honset 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78174,defosap 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78177,deflohyd 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78182,dounan 25 injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78188,deflagmed 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78190,decat 50mg injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78212,decdan next 30mg tablet,Zefcort 30mg Tablet,Zomcort 30mg Tablet,Defta 30mg Tablet,Cortosept 30mg Tablet,Deflorid 30 Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78223,deca evabolin 25mg injection,Ndr 25mg Injection,Velbol 25mg Injection,Martilone 25mg Injection,Sensinorm 25mg Injection,Novodec Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78233,decstar 50mg injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78244,ddline 100mg injection,Alidec 100 Injection,Sandec 100mg Injection,Ledec 100mg Injection,Gebidec 100mg Injection,Aumento Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78251,decotric 50mg injection,Decstan 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Honset 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
78256,defzu 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78267,deflozer 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78285,defzu 6mg tablet,Zefcort 6 Tablet,Sterozit 6mg Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78287,dezz 6mg oral suspension,Ritecort Oral Suspension,Zeed 6mg Oral Suspension,Didcort 6mg Oral Suspension,Defket Oral Suspension,Zac Oral Suspension,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
78288,decoge n 50mg injection,Nanac 50mg Injection,Andron 50mg Injection,Deca Ndr 50mg Injection,ND Gold 50mg Injection,Decabact 50mg Injection,Edema (swelling),Nausea,Breast enlargement,Acne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Post menopausal osteoporosis,,,,,Anabolic steroid,No,HORMONES,Anabolic steroid
